run_date,season_year,label,r1_player,r1_team,r1_pos,r1_gp,r1_pts,r1_team_win_pct,r1_ppg,r1_top5_prob,r2_player,r2_team,r2_pos,r2_gp,r2_pts,r2_team_win_pct,r2_ppg,r2_top5_prob,r3_player,r3_team,r3_pos,r3_gp,r3_pts,r3_team_win_pct,r3_ppg,r3_top5_prob,r4_player,r4_team,r4_pos,r4_gp,r4_pts,r4_team_win_pct,r4_ppg,r4_top5_prob,r5_player,r5_team,r5_pos,r5_gp,r5_pts,r5_team_win_pct,r5_ppg,r5_top5_prob
2026-03-18,2026,top5,Connor McDavid,EDM,C,69.0,115.0,0.5666666666666667,1.6666666666666667,0.9999952527592317,Nikita Kucherov,TBL,RW,62.0,111.0,0.6612903225806451,1.7903225806451613,0.9999996117635057,Nathan MacKinnon,COL,C,65.0,110.0,0.7719298245614035,1.6923076923076923,0.9999999401327084,Wyatt Johnston,DAL,C,67.0,74.0,0.7368421052631579,1.1044776119402986,0.9990919564120526,Macklin Celebrini,SJS,F,66.0,95.0,0.5333333333333333,1.4393939393939394,0.9999138854601282
