run_date,season_year,label,r6_player,r6_team,r6_pos,r6_gp,r6_pts,r6_team_win_pct,r6_ppg,r6_top5_prob,r7_player,r7_team,r7_pos,r7_gp,r7_pts,r7_team_win_pct,r7_ppg,r7_top5_prob,r8_player,r8_team,r8_pos,r8_gp,r8_pts,r8_team_win_pct,r8_ppg,r8_top5_prob,r9_player,r9_team,r9_pos,r9_gp,r9_pts,r9_team_win_pct,r9_ppg,r9_top5_prob,r10_player,r10_team,r10_pos,r10_gp,r10_pts,r10_team_win_pct,r10_ppg,r10_top5_prob
2026-04-08,2026,6to10,Leon Draisaitl,EDM,C,65.0,97.0,0.5735294117647058,1.4923076923076923,0.9999380571720132,Martin Nečas,COL,C,74.0,95.0,0.7611940298507462,1.2837837837837838,0.9998956064896661,David Pastrňák,BOS,RW,74.0,99.0,0.6231884057971014,1.337837837837838,0.9926611463690308,Mark Scheifele,WPG,C,77.0,97.0,0.5230769230769231,1.2597402597402598,0.992218342354869,Jake Guentzel,TBL,C,78.0,86.0,0.6666666666666666,1.1025641025641026,0.9818511012852265
